id,offense_rating
0,1.0243839025497437
1,0.228565976023674
2,0.7526640295982361
3,0.9677351117134094
4,0.09915999323129654
5,0.2521003484725952
6,0.06458757072687149
7,0.7189301252365112
8,0.36311569809913635
9,2.250824213027954
10,0.08587347716093063
11,0.5906931161880493
12,0.015526162460446358
13,0.1033446341753006
14,0.06152945011854172
15,0.09156963974237442
16,1.886600375175476
17,0.6920942664146423
18,0.2653711438179016
19,0.1216200515627861
20,0.0662471204996109
21,0.035686712712049484
22,0.13422457873821259
23,1.0595041513442993
24,0.15019401907920837
25,0.46324580907821655
26,-0.0007460946799255908
27,3.2142045497894287
28,1.735724925994873
29,0.0617152601480484
30,0.028629349544644356
31,1.6679636240005493
32,3.623350143432617
33,0.18465620279312134
34,0.04369601234793663
35,2.6861462593078613
36,2.8255436420440674
37,0.27915748953819275
38,0.5475904941558838
39,2.938546895980835
40,0.3083532154560089
41,0.3177917003631592
42,0.32379138469696045
43,0.017711753025650978
44,0.033076923340559006
45,0.18206018209457397
46,0.018768612295389175
47,0.011389413848519325
48,0.10288552939891815
49,0.9959598183631897
50,0.12130787968635559
51,0.04858556017279625
52,0.4092729687690735
53,0.10759203881025314
54,0.9002031087875366
55,0.3002605140209198
56,1.0823121070861816
57,1.3302974700927734
58,0.09920414537191391
59,0.12509576976299286
60,0.038676802068948746
61,0.5481970310211182
62,0.06660661846399307
63,0.05150584504008293
64,3.0945096015930176
65,0.05114838108420372
66,0.12923915684223175
67,0.39193129539489746
68,0.04672718420624733
69,0.841170608997345
70,0.11444131284952164
71,0.023919377475976944
72,0.05428117886185646
73,-0.01275830902159214
74,0.023574981838464737
75,2.0396134853363037
76,0.14687512814998627
77,0.309736043214798
78,3.2030375003814697
79,0.603786051273346
80,-0.002756628440693021
81,0.10308204591274261
82,2.126605987548828
83,0.31950509548187256
84,0.3774110674858093
85,0.16436605155467987
86,0.06693502515554428
87,0.16830842196941376
88,0.1228499487042427
89,0.014667881652712822
90,0.032040394842624664
91,1.5083203315734863
92,1.4682549238204956
93,-0.004737246315926313
94,0.09025705605745316
95,3.6684656143188477
96,0.07177896797657013
97,0.8546323180198669
98,0.06864653527736664
99,0.04525167495012283
100,0.4804573655128479
101,0.49531644582748413
102,0.2858594059944153
103,3.611448287963867
104,0.10533034056425095
105,0.4787226617336273
106,0.09035786241292953
107,0.42419493198394775
108,0.041219811886548996
109,0.6914481520652771
110,1.278011679649353
111,1.62998628616333
112,0.29013314843177795
113,0.3328704237937927
114,0.11160440742969513
115,0.3247406780719757
116,0.008837577886879444
117,0.7787158489227295
118,2.116699457168579
119,0.07680381834506989
120,0.1099359542131424
121,0.08038834482431412
122,0.16093696653842926
123,0.11866944283246994
124,0.22145242989063263
125,0.11921415477991104
126,0.01573094166815281
127,0.14541232585906982
128,0.0024107680656015873
129,0.8457396030426025
130,0.5747900605201721
131,0.016208089888095856
